sales_method,year,price_per_unit,margin
In-store,2021,55.00,40%
In-store,2021,55.00,40%
In-store,2021,55.00,40%
In-store,2021,65.00,40%
In-store,2021,70.00,40%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,35%
In-store,2021,30.00,35%
In-store,2021,45.00,30%
In-store,2021,35.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,35%
In-store,2021,30.00,35%
In-store,2021,45.00,30%
In-store,2021,35.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,35%
In-store,2021,30.00,35%
In-store,2021,45.00,30%
In-store,2021,35.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,25.00,35%
In-store,2021,30.00,35%
In-store,2021,45.00,30%
In-store,2021,35.00,30%
In-store,2021,50.00,40%
In-store,2021,45.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,40%
In-store,2021,45.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,40%
In-store,2021,45.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,40%
In-store,2021,45.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,40%
In-store,2021,45.00,35%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,50.00,30%
In-store,2021,55.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,30%
In-store,2021,65.00,30%
In-store,2021,60.00,40%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,30%
In-store,2021,65.00,30%
In-store,2021,60.00,40%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,30%
In-store,2021,65.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,30.00,40%
In-store,2021,35.00,40%
In-store,2021,50.00,30%
In-store,2021,40.00,40%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,30.00,40%
In-store,2021,35.00,40%
In-store,2021,50.00,30%
In-store,2021,40.00,40%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,30.00,40%
In-store,2021,35.00,40%
In-store,2021,50.00,30%
In-store,2021,40.00,40%
In-store,2021,40.00,35%
In-store,2021,40.00,35%
In-store,2021,30.00,40%
In-store,2021,35.00,40%
In-store,2021,50.00,30%
In-store,2021,40.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,40%
In-store,2021,55.00,30%
In-store,2021,60.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,40%
In-store,2021,55.00,30%
In-store,2021,60.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,40%
In-store,2021,55.00,30%
In-store,2021,60.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,40%
In-store,2021,55.00,30%
In-store,2021,60.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,40%
In-store,2021,55.00,30%
In-store,2021,60.00,40%
In-store,2021,60.00,35%
In-store,2021,55.00,35%
In-store,2021,55.00,40%
In-store,2021,55.00,40%
In-store,2021,65.00,30%
In-store,2021,70.00,40%
In-store,2021,65.00,35%
In-store,2021,55.00,35%
In-store,2021,55.00,40%
In-store,2021,55.00,40%
In-store,2021,65.00,30%
In-store,2021,70.00,40%
In-store,2021,65.00,35%
In-store,2021,55.00,35%
In-store,2021,55.00,40%
In-store,2021,55.00,40%
In-store,2021,65.00,30%
In-store,2021,70.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,60.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,60.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,30.00,30%
In-store,2021,35.00,30%
In-store,2021,50.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,30.00,30%
In-store,2021,35.00,30%
In-store,2021,50.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,30.00,30%
In-store,2021,35.00,30%
In-store,2021,50.00,30%
In-store,2021,40.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,30.00,30%
In-store,2021,35.00,30%
In-store,2021,50.00,30%
In-store,2021,40.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,30%
In-store,2021,55.00,30%
In-store,2021,60.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,30%
In-store,2021,55.00,30%
In-store,2021,60.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,30%
In-store,2021,55.00,30%
In-store,2021,60.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,30%
In-store,2021,55.00,30%
In-store,2021,60.00,35%
In-store,2021,55.00,40%
In-store,2021,50.00,40%
In-store,2021,45.00,30%
In-store,2021,45.00,30%
In-store,2021,55.00,30%
In-store,2021,60.00,35%
In-store,2021,60.00,40%
In-store,2021,55.00,40%
In-store,2021,55.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,70.00,35%
In-store,2021,65.00,40%
In-store,2021,55.00,40%
In-store,2021,55.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,70.00,35%
In-store,2021,65.00,40%
In-store,2021,55.00,40%
In-store,2021,55.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,70.00,35%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,35.00,35%
In-store,2021,35.00,35%
In-store,2021,25.00,40%
In-store,2021,30.00,40%
In-store,2021,45.00,30%
In-store,2021,35.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,50.00,35%
In-store,2021,45.00,35%
In-store,2021,40.00,40%
In-store,2021,40.00,40%
In-store,2021,50.00,30%
In-store,2021,55.00,40%
In-store,2021,55.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,60.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,60.00,35%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,60.00,30%
In-store,2021,65.00,40%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,30.00,25%
In-store,2021,35.00,25%
In-store,2021,50.00,25%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,30.00,25%
In-store,2021,35.00,25%
In-store,2021,50.00,25%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,30.00,25%
In-store,2021,35.00,25%
In-store,2021,50.00,25%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,40.00,30%
In-store,2021,30.00,25%
In-store,2021,35.00,25%
In-store,2021,50.00,25%
In-store,2021,40.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,30%
In-store,2021,45.00,25%
In-store,2021,45.00,25%
In-store,2021,55.00,25%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,30%
In-store,2021,45.00,25%
In-store,2021,45.00,25%
In-store,2021,55.00,25%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,30%
In-store,2021,45.00,25%
In-store,2021,45.00,25%
In-store,2021,55.00,25%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,30%
In-store,2021,45.00,25%
In-store,2021,45.00,25%
In-store,2021,55.00,25%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,50.00,30%
In-store,2021,45.00,25%
In-store,2021,45.00,25%
In-store,2021,55.00,25%
In-store,2021,60.00,30%
In-store,2021,60.00,30%
In-store,2021,55.00,30%
In-store,2021,55.00,25%
In-store,2021,55.00,25%
In-store,2021,65.00,25%
In-store,2021,70.00,30%
In-store,2021,65.00,30%
In-store,2021,55.00,30%
In-store,2021,55.00,25%
In-store,2021,55.00,25%
In-store,2021,65.00,25%
In-store,2021,70.00,30%
In-store,2021,65.00,30%
In-store,2021,55.00,30%
In-store,2021,55.00,25%
In-store,2021,55.00,25%
In-store,2021,65.00,25%
In-store,2021,70.00,30%
In-store,2021,45.00,45%
In-store,2021,45.00,45%
In-store,2021,35.00,35%
In-store,2021,40.00,35%
In-store,2021,55.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,45%
In-store,2021,45.00,45%
In-store,2021,35.00,35%
In-store,2021,40.00,35%
In-store,2021,55.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,45%
In-store,2021,45.00,45%
In-store,2021,35.00,35%
In-store,2021,40.00,35%
In-store,2021,55.00,35%
In-store,2021,45.00,40%
In-store,2021,45.00,45%
In-store,2021,45.00,45%
In-store,2021,35.00,35%
In-store,2021,40.00,35%
In-store,2021,55.00,35%
In-store,2021,45.00,40%
In-store,2021,60.00,45%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,45%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,45%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,45%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,45%
In-store,2021,55.00,45%
In-store,2021,50.00,35%
In-store,2021,50.00,35%
In-store,2021,60.00,35%
In-store,2021,65.00,40%
In-store,2021,65.00,45%
In-store,2021,60.00,45%
In-store,2021,60.00,35%
In-store,2021,60.00,35%
In-store,2021,70.00,35%
In-store,2021,75.00,40%
In-store,2021,70.00,45%
In-store,2021,60.00,45%
In-store,2021,60.00,35%
In-store,2021,60.00,35%
In-store,2021,70.00,35%
In-store,2021,75.00,40%
In-store,2021,70.00,45%
In-store,2021,60.00,45%
In-store,2021,60.00,35%
In-store,2021,60.00,35%
In-store,2021,70.00,35%
In-store,2021,75.00,40%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,40.00,30%
In-store,2021,45.00,30%
In-store,2021,60.00,30%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,40.00,30%
In-store,2021,45.00,30%
In-store,2021,60.00,30%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,40.00,30%
In-store,2021,45.00,30%
In-store,2021,60.00,30%
In-store,2021,50.00,35%
In-store,2021,50.00,40%
In-store,2021,50.00,40%
In-store,2021,40.00,30%
In-store,2021,45.00,30%
In-store,2021,60.00,30%
In-store,2021,50.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,40%
In-store,2021,55.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,70.00,35%
In-store,2021,65.00,40%
In-store,2021,60.00,40%
In-store,2021,55.00,30%
In-store,2021,55.00,30%
In-store,2021,65.00,30%
In-store,2021,70.00,35%
In-store,2021,65.00,40%
Outlet,2021,60.00,40%
Outlet,2021,55.00,30%
Outlet,2021,55.00,30%
Outlet,2021,65.00,30%
Outlet,2021,70.00,35%
Outlet,2021,65.00,40%
Outlet,2021,60.00,40%
Outlet,2021,55.00,30%
Outlet,2021,55.00,30%
Outlet,2021,65.00,30%
Outlet,2021,70.00,35%
Outlet,2021,65.00,40%
Outlet,2021,60.00,40%
Outlet,2021,55.00,30%
Outlet,2021,55.00,30%
Outlet,2021,65.00,30%
Outlet,2021,70.00,35%
Outlet,2021,70.00,40%
Outlet,2021,65.00,40%
Outlet,2021,65.00,30%
Outlet,2021,65.00,30%
Outlet,2021,75.00,30%
Outlet,2021,80.00,35%
Outlet,2021,75.00,40%
Outlet,2021,65.00,40%
Outlet,2021,65.00,30%
Outlet,2021,65.00,30%
Outlet,2021,75.00,30%
Outlet,2021,80.00,35%
Outlet,2021,75.00,40%
Outlet,2021,65.00,40%
Outlet,2021,65.00,30%
Outlet,2021,65.00,30%
Outlet,2021,75.00,30%
Outlet,2021,80.00,35%
Outlet,2021,55.00,35%
Outlet,2021,55.00,35%
Outlet,2021,45.00,25%
Outlet,2021,50.00,25%
Outlet,2021,65.00,25%
Outlet,2021,55.00,30%
Outlet,2021,55.00,35%
Outlet,2021,55.00,35%
Outlet,2021,45.00,25%
Online,2020,47.00,61%
Online,2020,47.00,42%
Online,2020,36.00,46%
Online,2020,41.00,46%
Online,2020,55.00,40%
Online,2020,46.00,37%
Online,2020,46.00,62%
Online,2020,46.00,44%
Online,2020,36.00,47%
Online,2020,44.00,49%
Online,2020,58.00,43%
Online,2020,48.00,38%
Online,2020,46.00,63%
Online,2020,48.00,43%
Online,2020,39.00,49%
Online,2020,43.00,50%
Online,2020,59.00,42%
Online,2020,45.00,35%
Online,2020,45.00,62%
Online,2020,47.00,41%
Online,2020,39.00,50%
Online,2020,41.00,49%
Online,2020,56.00,42%
Online,2020,49.00,37%
Online,2020,54.00,64%
Online,2020,50.00,40%
Online,2020,46.00,47%
Online,2020,46.00,48%
Online,2020,59.00,45%
Online,2020,59.00,36%
Online,2020,55.00,61%
Online,2020,54.00,41%
Online,2020,46.00,48%
Online,2020,47.00,45%
Online,2020,55.00,45%
Online,2020,64.00,39%
Online,2020,59.00,60%
Online,2020,53.00,42%
Online,2020,46.00,45%
Online,2020,46.00,46%
Online,2020,58.00,43%
Online,2020,61.00,40%
Online,2020,58.00,61%
Online,2020,53.00,41%
Online,2020,45.00,46%
Online,2020,47.00,47%
Online,2020,54.00,45%
Online,2020,62.00,37%
Online,2020,56.00,62%
Online,2020,50.00,44%
Online,2020,47.00,47%
Online,2020,47.00,46%
Online,2020,58.00,40%
Online,2020,59.00,40%
Online,2020,64.00,42%
Online,2020,68.00,38%
Online,2020,60.00,60%
Online,2020,53.00,43%
Online,2020,52.00,48%
Online,2020,50.00,49%
Online,2020,64.00,42%
Online,2020,66.00,37%
Online,2020,62.00,64%
Online,2020,51.00,42%
Online,2020,54.00,47%
Online,2020,54.00,46%
Online,2020,60.00,43%
Online,2020,68.00,35%
Online,2020,24.00,47%
Online,2020,34.00,49%
Online,2020,33.00,46%
Online,2020,34.00,55%
Online,2020,36.00,43%
Online,2020,34.00,64%
Online,2020,23.00,50%
Online,2020,33.00,45%
Online,2020,32.00,45%
Online,2020,34.00,60%
Online,2020,38.00,45%
Online,2020,34.00,63%
Online,2020,29.00,45%
Online,2020,39.00,45%
Online,2020,32.00,49%
Online,2020,37.00,58%
Online,2020,41.00,40%
Online,2020,39.00,60%
Online,2020,27.00,48%
Online,2020,38.00,45%
Online,2020,34.00,46%
Online,2020,36.00,59%
Online,2020,42.00,42%
Online,2020,39.00,61%
Online,2020,29.00,48%
Online,2020,38.00,46%
Online,2020,33.00,48%
Online,2020,39.00,58%
Online,2020,42.00,40%
Online,2020,37.00,63%
Online,2020,39.00,47%
Online,2020,42.00,45%
Online,2020,37.00,49%
Online,2020,38.00,57%
Online,2020,41.00,45%
Online,2020,47.00,64%
Online,2020,37.00,45%
Online,2020,42.00,46%
Online,2020,37.00,45%
Online,2020,36.00,60%
Online,2020,41.00,40%
Online,2020,47.00,63%
Online,2020,37.00,49%
Online,2020,41.00,45%
Online,2020,39.00,46%
Online,2020,38.00,59%
Online,2020,41.00,40%
Online,2020,46.00,65%
Online,2020,44.00,48%
Online,2020,41.00,46%
Online,2020,46.00,49%
Online,2020,47.00,55%
Online,2020,44.00,43%
Online,2020,50.00,64%
Online,2020,44.00,50%
Online,2020,43.00,47%
Online,2020,48.00,47%
Online,2020,45.00,58%
Online,2020,42.00,41%
Online,2020,53.00,62%
Online,2020,43.00,49%
Online,2020,43.00,49%
Online,2020,47.00,48%
Online,2020,48.00,55%
Online,2020,42.00,45%
Online,2020,51.00,62%
Online,2020,41.00,48%
Online,2020,44.00,48%
Online,2020,47.00,49%
Online,2020,47.00,58%
Online,2020,42.00,45%
Online,2020,53.00,62%
Online,2020,37.00,45%
Online,2020,49.00,31%
Online,2020,46.00,45%
Online,2020,48.00,40%
Online,2020,51.00,63%
Online,2020,49.00,25%
Online,2020,37.00,50%
Online,2020,49.00,31%
Online,2020,49.00,49%
Online,2020,47.00,42%
Online,2020,50.00,61%
Online,2020,46.00,28%
Online,2020,49.00,45%
Online,2020,58.00,30%
Online,2020,55.00,47%
Online,2020,58.00,43%
Online,2020,62.00,63%
Online,2020,54.00,27%
Online,2020,56.00,47%
Online,2020,62.00,30%
Online,2020,64.00,50%
Online,2020,54.00,41%
Online,2020,59.00,65%
Online,2020,72.00,27%
Online,2020,56.00,50%
Online,2021,64.00,36%
Online,2021,60.00,51%
Online,2021,56.00,45%
Online,2021,60.00,66%
Online,2021,72.00,33%
Online,2021,56.00,50%
Online,2021,63.00,37%
Online,2021,64.00,55%
Online,2021,59.00,49%
Online,2021,62.00,66%
Online,2021,72.00,35%
Online,2021,56.00,45%
Online,2021,59.00,34%
Online,2021,62.00,46%
Online,2021,55.00,40%
Online,2021,64.00,64%
Online,2021,72.00,29%
Online,2021,62.00,46%
Online,2021,66.00,30%
Online,2021,60.00,47%
Online,2021,59.00,41%
Online,2021,69.00,61%
Online,2021,76.00,25%
Online,2021,51.00,42%
Online,2021,56.00,28%
Online,2021,52.00,40%
Online,2021,53.00,35%
Online,2021,63.00,58%
Online,2021,65.00,24%
Online,2021,51.00,45%
Online,2021,59.00,29%
Online,2021,50.00,42%
Online,2021,51.00,36%
Online,2021,59.00,58%
Online,2021,63.00,23%
Online,2021,52.00,44%
Online,2021,58.00,25%
Online,2021,50.00,40%
Online,2021,53.00,40%
Online,2021,63.00,57%
Online,2021,67.00,21%
Online,2021,51.00,40%
Online,2021,58.00,27%
Online,2021,52.00,40%
Online,2021,51.00,40%
Online,2021,59.00,60%
Online,2021,67.00,23%
Online,2021,32.00,51%
Online,2021,41.00,36%
Online,2021,41.00,52%
Online,2021,41.00,49%
Online,2021,49.00,66%
Online,2021,41.00,31%
Online,2021,34.00,53%
Online,2021,43.00,40%
Online,2021,44.00,50%
Online,2021,41.00,49%
Online,2021,46.00,68%
Online,2021,41.00,30%
Online,2021,32.00,50%
Online,2021,41.00,35%
Online,2021,42.00,55%
Online,2021,41.00,45%
Online,2021,46.00,68%
Online,2021,41.00,35%
Online,2021,43.00,50%
Online,2021,49.00,36%
Online,2021,49.00,55%
Online,2021,43.00,49%
Online,2021,49.00,66%
Online,2021,62.00,33%
Online,2021,41.00,52%
Online,2021,47.00,35%
Online,2021,45.00,52%
Online,2021,41.00,48%
Online,2021,45.00,65%
Online,2021,64.00,31%
Online,2021,44.00,55%
Online,2021,47.00,35%
Online,2021,48.00,55%
Online,2021,44.00,48%
Online,2021,45.00,69%
Online,2021,60.00,31%
Online,2021,41.00,51%
Online,2021,46.00,38%
Online,2021,47.00,52%
Online,2021,44.00,48%
Online,2021,46.00,66%
Online,2021,59.00,30%
Online,2021,47.00,52%
Online,2021,51.00,40%
Online,2021,48.00,51%
Online,2021,47.00,48%
Online,2021,58.00,67%
Online,2021,61.00,35%
Online,2021,47.00,54%
Online,2021,50.00,37%
Online,2021,46.00,50%
Online,2021,46.00,50%
Online,2021,58.00,67%
Online,2021,59.00,31%
Online,2021,49.00,50%
Online,2021,51.00,36%
Online,2021,49.00,51%
Online,2021,48.00,45%
Online,2021,56.00,68%
Online,2021,62.00,35%
Online,2021,49.00,50%
Online,2021,54.00,38%
Online,2021,47.00,50%
Online,2021,47.00,45%
Online,2021,55.00,69%
Online,2021,59.00,34%
Online,2021,49.00,51%
Online,2021,50.00,38%
Online,2021,46.00,54%
Online,2021,49.00,50%
Online,2021,55.00,65%
Online,2021,59.00,35%
Online,2021,44.00,52%
Online,2021,41.00,46%
Online,2021,32.00,47%
Online,2021,37.00,52%
Online,2021,53.00,49%
Online,2021,41.00,60%
Online,2021,44.00,51%
Online,2021,43.00,47%
Online,2021,32.00,46%
Online,2021,39.00,53%
Online,2021,50.00,47%
Online,2021,43.00,65%
Online,2021,47.00,55%
Online,2021,46.00,48%
Online,2021,37.00,45%
Online,2021,41.00,53%
Online,2021,56.00,47%
Online,2021,45.00,63%
Online,2021,48.00,52%
Online,2021,48.00,46%
Online,2021,36.00,48%
Online,2021,44.00,50%
Online,2021,54.00,47%
Online,2021,49.00,60%
Online,2021,58.00,54%
Online,2021,53.00,45%
Online,2021,49.00,46%
Online,2021,48.00,53%
Online,2021,59.00,46%
Online,2021,64.00,60%
Online,2021,46.00,55%
Online,2021,43.00,45%
Online,2021,39.00,45%
Online,2021,38.00,53%
Online,2021,46.00,50%
Online,2021,51.00,63%
Online,2021,47.00,52%
Online,2021,43.00,45%
Online,2021,36.00,45%
Online,2021,39.00,54%
Online,2021,47.00,46%
Online,2021,54.00,61%
Online,2021,49.00,51%
